Radical,Monomer,DE_decomposition_tail,DE_decomposition_head,DE_precursor,DE_TS,DE_product,DE_barrier,DE_reaction,DG_precursor,DG_TS,DG_product,DG_barrier,DG_reaction,E_Rad_SOMO,E_Rad_LUMO,E_Mon_HOMO,E_Mon_LUMO,DE_SHgap,DE_SLgap,VBur_R228_Mon,VBur_R350_Mon,VBur_R228_Rad,VBur_R350_Rad,Real_theta,Volume_MonteCarlo_Mon,Volume_MonteCarlo_Rad,CCdist_TS
C=C(C)C(=O)OC,C=C(C)C(=O)OCC(CC)CCCC,0.0385338000849628,0.061518378913945,-0.0186348989381031,-0.003316156431083,-0.035886233387032,0.01531874250702,-0.0172513344489289,0.0021294806800824,0.0213607864193363,-0.0074617774282614,0.0192313057392539,-0.0095912581083439,-0.214231645,0.0445721163,-0.273401581,-0.0468043534,0.059169936,0.1674272916,84.79405123609534,45.74439203412673,95.1832431738488,66.36034939799293,101.0920026866761,169.66089999999997,103.2494,2.263344348123149
C=C(C)C(=O)OC,C=C(C)C(=O)OCCCCCCCCCCCC,0.0385338000849628,0.061518378913945,-0.0173746449661393,-0.0074531832740376,-0.0417127685570903,0.0099214616921017,-0.024338123590951,0.0021193721167946,0.0162318941211196,-0.0089034605123288,0.014112522004325,-0.0110228326291235,-0.214231645,0.0445721163,-0.270840759,-0.0456793768,0.0566091139999999,0.1685522682,84.70217163110213,46.8800468908368,95.1832431738488,66.36034939799293,301.37163669495305,225.40860000000004,103.2494,2.287389638527945
C=C(C)C(=O)OC,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,0.0385338000849628,0.061518378913945,-0.0160452265879484,-0.0056252719889471,-0.0382418677479563,0.0104199545990013,-0.0221966411600078,0.0036044631278855,0.0165909472857492,-0.0122798622194295,0.0129864841578637,-0.015884325347315,-0.214231645,0.0445721163,-0.271005961,-0.0450195085,0.056774316,0.1692121365,84.70343025582807,43.82608623013265,95.1832431738488,66.36034939799293,313.8098216662072,321.3909,103.2494,2.273859073974023
C=C(C)C(=O)OC,C=C(C)C(=O)OC1CCCCC1,0.0385338000849628,0.061518378913945,-0.0129858572108787,-0.0051708386398559,-0.0367580761959516,0.0078150185710228,-0.0237722189850728,0.0056568488035964,0.0194431812099082,-0.0084431194050011,0.0137863324063118,-0.0140999682085976,-0.214231645,0.0445721163,-0.271586573,-0.0445708694,0.057354928,0.1696607756,84.78952018708198,45.85618936769767,95.1832431738488,66.36034939799293,85.00145102365627,139.484,103.2494,2.264796381744284
C=C(C)C(=O)OC,C=C(C)C(=O)OCc1ccccc1,0.0385338000849628,0.061518378913945,-0.0206430085928559,-0.0094735812768931,-0.0427291113408045,0.0111694273159628,-0.0220861027479486,0.0022278138629872,0.0174529092951161,-0.0125646468867444,0.0152250954321289,-0.0147924607497316,-0.214231645,0.0445721163,-0.255849981,-0.0463601334,0.041618336,0.1678715116,84.79052708686272,44.093884699776126,95.1832431738488,66.36034939799293,325.6060758006096,141.09359999999998,103.2494,2.275570027345456
C=C(C)C(=O)OC,C=C(C)C(=O)OCCO,0.0385338000849628,0.061518378913945,-0.0142087139528257,0.0001034528571608,-0.0310599648448715,0.0143121668099865,-0.0168512508920457,0.005814140484972,0.0225062669115914,-0.0053017678984588,0.0166921264266193,-0.0111159083834309,-0.214231645,0.0445721163,-0.266825468,-0.0539529079,0.052593823,0.1602787371,84.79228916147903,44.07613356648809,95.1832431738488,66.36034939799293,67.74820361183248,104.30620000000002,103.2494,2.26756522022124
C=C(C)C(=O)OC,C=C(C)C(=O)OCC(C)O,0.0385338000849628,0.061518378913945,-0.0191896953069772,-0.0097785460139903,-0.0408547064439517,0.0094111492929869,-0.0216650111369745,0.001613920239265,0.0145670006249929,-0.0131637831996158,0.0129530803857278,-0.0147777034388809,-0.214231645,0.0445721163,-0.257186519,-0.0583669883,0.042954874,0.1558646567,84.70921992956735,43.86346802846864,95.1832431738488,66.36034939799293,292.09738559329776,109.707,103.2494,2.267367340441773
C=C(C)C(=O)OC,C=C(C)C(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,0.0385338000849628,0.061518378913945,-0.0141421525668192,-0.0022888819498803,-0.03152836753884,0.0118532706169389,-0.0173862149720207,0.005871500845842,0.0222046739434063,-0.0032571693814134,0.0163331730975642,-0.0091286702272554,-0.214231645,0.0445721163,-0.263827214,-0.0452139081,0.0495955689999999,0.1690177369,84.78851328730124,44.372333849392426,95.1832431738488,66.36034939799293,260.3582725849036,178.6675,103.2494,2.258747164613384
C=C(C)C(=O)OC,C=C(C)C(=O)OC12CC3CC(O)(CC(O)(C3)C1)C2,0.0385338000849628,0.061518378913945,-0.0217278991131024,-0.0100885152919545,-0.0391115840470774,0.0116393838211479,-0.017383684933975,0.0006953828924451,0.016805782589472,-0.0090119619021606,0.0161103996970268,-0.0097073447946058,-0.214231645,0.0445721163,-0.261166496,-0.0460282424,0.046934851,0.1682034026,84.79354778620497,44.39015459496787,95.1832431738488,66.36034939799293,253.3667609905747,181.6717,103.2494,2.250641459513487
C=C(C)C(=O)OC,C=C(C)C(=O)OCCN(C)C,0.0385338000849628,0.061518378913945,-0.0144664306849335,-0.0038742841179555,-0.0365702478499088,0.010592146566978,-0.0221038171649752,0.0035041376569324,0.0172248611283976,-0.0114119954236002,0.0137207234714651,-0.0149161330805327,-0.214231645,0.0445721163,-0.201338652,-0.0464054244,-0.0128929929999999,0.1678262206,84.69764058208877,45.15359255092835,95.1832431738488,66.36034939799293,313.3840748373097,128.7579,103.2494,2.27610546966216
C=C(C)C(=O)OC,C=C(C)C(=O)OCCN(CC)CC,0.0385338000849628,0.061518378913945,-0.0134234980611154,0.0007250382609527,-0.0332169881030495,0.0141485363220681,-0.019793490041934,0.0070525433270631,0.0246575135257671,-0.006412094574216,0.0176049701987039,-0.0134646379012792,-0.214231645,0.0445721163,-0.210615311,-0.0409535462,-0.0036163339999999,0.1732780988,84.70191990615695,45.91772662976288,95.1832431738488,66.36034939799293,179.78627614621485,163.0543,103.2494,2.2855206291969887
C=C(C)C(=O)OC,C=C(C)C(=O)OC1CC2CC1C1CCCC21,0.0385338000849628,0.061518378913945,-0.0139636487390362,-0.0015531779031334,-0.0342474632500398,0.0124104708359027,-0.0202838145110035,0.0076042407370096,0.0241711395958645,-0.005588756716861,0.0165668988588549,-0.0131929974538707,-0.214231645,0.0445721163,-0.269312062,-0.0426830833,0.055080417,0.1715485617,84.69411643285615,43.737817849704285,95.1832431738488,66.36034939799293,326.2916229252083,170.00459999999998,103.2494,2.2661093331658706
C=C(C)C(=O)OC,C=C(C)C(=O)OCCOC1CC2CC1C1C=CCC21,0.0385338000849628,0.061518378913945,-0.0169697020810417,-0.0045030517678696,-0.0363762585159292,0.012466650313172,-0.0194065564348875,0.0079690267325531,0.0225220545823958,-0.0062349567558612,0.0145530278498426,-0.0142039834884144,-0.214231645,0.0445721163,-0.241692137,-0.0495503021,0.027460492,0.1646813429,84.78775811246567,44.07787387367319,95.1832431738488,66.36034939799293,152.17912588297122,206.4388,103.2494,2.268458171323421
C=C(C)C(=O)OC,C=C(C)C(=O)OCC1CCCO1,0.0385338000849628,0.061518378913945,-0.0167472908449326,-0.0027950885629479,-0.0352184484659119,0.0139522022819846,-0.0184711576209792,0.002367578018152,0.0189435731920184,-0.0098066955420108,0.0165759951738664,-0.0121742735601628,-0.214231645,0.0445721163,-0.253740925,-0.0482914585,0.03950928,0.1659401865,84.69990610659545,43.77847142554827,95.1832431738488,66.36034939799293,68.03917337700204,133.29219999999998,103.2494,2.2698738901350883
C=C(C)C(=O)OC,C=CC(=O)OCC1(CC)COC1,0.0385338000849628,0.061518378913945,-0.0132925327168322,-0.0021230719778486,-0.0341312996738452,0.0111694607389836,-0.0208387669570129,0.0058745439883978,0.021630783294654,-0.0075571647104197,0.0157562393062562,-0.0134317086988176,-0.214231645,0.0445721163,-0.246775707,-0.0554844531,0.032544062,0.1587471919,83.65902345824765,38.41985676575744,95.1832431738488,66.36034939799293,213.13720581738792,134.9604,103.2494,2.246867006289869
C=C(C)C(=O)OC,C=Cc1ccc(OC(C)=O)cc1,0.0385338000849628,0.061518378913945,-0.016353990408902,-0.0025560709008232,-0.0393779178479007,0.0137979195080788,-0.0230239274389987,0.0024423817217211,0.0191732224484439,-0.013355792218249,0.0167308407267228,-0.0157981739399701,-0.214231645,0.0445721163,-0.225539183,-0.045912177,0.011307538,0.168319468,83.82163777283837,39.73747814174176,95.1832431738488,66.36034939799293,173.13584991237883,123.3982,103.2494,2.3078169021571013
C=C(C)C(=O)OC,C=CC(N)=O,0.0385338000849628,0.061518378913945,-0.0160428898819873,-0.0025123625539436,-0.0279120265560095,0.0135305273280437,-0.0118691366740222,0.0018777880295601,0.0222466510102776,0.0001391220420146,0.0203688629807174,-0.0017386659875455,-0.214231645,0.0445721163,-0.254187721,-0.0383202423,0.0399560759999999,0.1759114027,83.69678220002568,38.51160576055601,95.1832431738488,66.36034939799293,122.65612716701968,59.61039999999999,103.2494,2.2214927852536457
C=C(C)C(=O)OC,C=CC(=O)NC(C)(C)CS(=O)(=O)O,0.0385338000849628,0.061518378913945,-0.018056319695006,-0.0026629796548149,-0.0326512193569215,0.0153933400401911,-0.0145948996619154,0.0027209359116113,0.0202361947162899,-0.0066034265673806,0.0175152588046785,-0.009324362478992,-0.214231645,0.0445721163,-0.254122358,-0.039866072,0.0398907129999999,0.174365573,83.70735464772353,38.57077620484947,95.1832431738488,66.36034939799293,69.53437443640587,134.73200000000003,103.2494,2.24774634655292
C=C(C)C(=O)OC,C=CC(=O)O,0.0385338000849628,0.061518378913945,-0.0048419099339298,0.0085554538501355,-0.0229311109578702,0.0133973637840654,-0.0180892010239404,0.0124940981396548,0.0294889198124792,0.0013462046933909,0.0169948216728244,-0.0111478934462638,-0.214231645,0.0445721163,-0.283906156,-0.0561376549,0.069674511,0.1580939901,83.65902345824765,38.31961507189557,95.1832431738488,66.36034939799293,41.35087918417622,54.34870000000001,103.2494,2.2482370904599898
C=C(C)C(=O)OC,C=CC(=O)OC,0.0385338000849628,0.061518378913945,-0.016882819944044,-0.0022866954620894,-0.0337994930540617,0.0145961244819545,-0.0169166731100176,0.0019625563147656,0.0201836913086026,-0.0094103505959992,0.018221134993837,-0.0113729069107648,-0.214231645,0.0445721163,-0.279762355,-0.0518258536,0.06553071,0.1624057914,83.65046481011129,38.31404608890324,95.1832431738488,66.36034939799293,166.42736901409648,68.9229,103.2494,2.257070031427027
C=C(C)C(=O)OC,C=CC(=O)OCCCCCCCCCCCCCCCC(C)C,0.0385338000849628,0.061518378913945,-0.0204301101250621,-0.0039753518119596,-0.0400027858820521,0.0164547583131025,-0.01957267575699,0.0046940262161569,0.0232523189704352,-0.0099775403477906,0.0185582927542782,-0.0146715665639476,-0.214231645,0.0445721163,-0.282330854,-0.0567160368,0.068099209,0.1575156082,86.63969853420565,47.82391989574864,95.1832431738488,66.36034939799293,160.6802467388884,306.0592,103.2494,2.254766510799289
C=C(C)C(=O)OC,C=CC(=O)OCCCCCCC(C)C,0.0385338000849628,0.061518378913945,-0.0164450214369935,-0.0057280137169755,-0.0365044158520504,0.010717007720018,-0.0200593944150568,0.0078303344810137,0.0222594310472459,-0.0055955175840836,0.0144290965662321,-0.0134258520650973,-0.214231645,0.0445721163,-0.278151061,-0.0518484347,0.0639194159999999,0.1623832103,83.6539889593439,38.328525444683294,95.1832431738488,66.36034939799293,183.95577721860585,174.78910000000002,103.2494,2.253540453769136
C=C(C)C(=O)OC,C=CC(=O)OC1C[C@@H]2CC[C@@]1(C)C2(C)C,0.0385338000849628,0.061518378913945,-0.0161769786839158,-0.0067332549779166,-0.0364185252328752,0.0094437237059992,-0.0202415465489593,0.0045610750414653,0.0171225455869716,-0.0091349215163063,0.0125614705455063,-0.0136959965577716,-0.214231645,0.0445721163,-0.274384883,-0.0517913845,0.060153238,0.1624402605,83.66330278231582,38.508125146185805,95.1832431738488,66.36034939799293,287.10603985939883,163.10889999999998,103.2494,2.247088797826201
C=C(C)C(=O)OC,C=CC(=O)OCC(C)C,0.0385338000849628,0.061518378913945,-0.010577370390024,-0.0016086575550389,-0.031966476846037,0.0089687128349851,-0.0213891064560129,0.007421904314242,0.0208455024975364,-0.0061819858373155,0.0134235981832944,-0.0136038901515576,-0.214231645,0.0445721163,-0.279075073,-0.0513626478,0.064843428,0.1628689972,83.66028208297358,38.50380918436675,95.1832431738488,66.36034939799293,50.35783265670176,108.8559,103.2494,2.2455561465002383
C=C(C)C(=O)OC,C=CC(=O)OCCCCCCCC,0.0385338000849628,0.061518378913945,-0.0137723193308829,-0.0002930819698576,-0.0314201198918908,0.0134792373610252,-0.0176478005610078,0.0059756196546914,0.0217290394427891,-0.0047410073270839,0.0157534197880977,-0.0107166269817753,-0.214231645,0.0445721163,-0.278665764,-0.0512809256,0.0644341189999999,0.1629507194,83.66028208297358,38.51961117360748,95.1832431738488,66.36034939799293,64.83582858345329,168.1208,103.2494,2.252436808616393
C=C(C)C(=O)OC,C=CC(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,0.0385338000849628,0.061518378913945,-0.01773856805994,-0.0051157256327769,-0.0365278616088744,0.012622842427163,-0.0187892935489344,0.0021260349860767,0.019635393080307,-0.0089995802443354,0.0175093580942302,-0.0111256152304122,-0.214231645,0.0445721163,-0.26420562,-0.0516724186,0.0499739749999999,0.1625592264,83.66556830682251,38.367995611641405,95.1832431738488,66.36034939799293,318.9808813280901,161.36190000000002,103.2494,2.2611425085378856
C=C(C)C(=O)OC,C=CC(=O)OCCCCO,0.0385338000849628,0.061518378913945,-0.0134199645909802,-0.0014531571240468,-0.0313241717459504,0.0119668074669334,-0.0179042071549702,0.0055424222080091,0.0212077824136258,-0.0064784714619463,0.0156653602056167,-0.0120208936699555,-0.214231645,0.0445721163,-0.270747312,-0.0501338597,0.056515667,0.1640977853,83.78639628051221,38.65716505351793,95.1832431738488,66.36034939799293,221.0702298942581,113.9009,103.2494,2.242302715975031
C=C(C)C(=O)OC,C=COCCOCCOC(=O)C=C,0.0385338000849628,0.061518378913945,-0.0053389684310332,0.0053893695030637,-0.0258826812669212,0.0107283379340969,-0.020543712835888,0.0132111044890734,0.027990984327971,-0.0001469725934839,0.0147798798388976,-0.0133580770825574,-0.214231645,0.0445721163,-0.213033088,-0.0585952877,-0.0011985569999999,0.1556363573,83.79394802886782,39.03627357072052,95.1832431738488,66.36034939799293,314.4386280301256,141.1965,103.2494,2.2605891939505507
C=C(C)C(=O)OC,C=CC(=O)OC(C)(C)C,0.0385338000849628,0.061518378913945,-0.0148937975490071,-0.004589282543975,-0.0347461841249696,0.010304515005032,-0.0198523865759625,0.0050568901500582,0.0201628331518577,-0.0066173185419984,0.0151059430017994,-0.0116742086920567,-0.214231645,0.0445721163,-0.269193007,-0.0499029954,0.0549613619999999,0.1643286496,83.78689973040258,38.93937326665405,95.1832431738488,66.36034939799293,148.97880325771945,107.13309999999998,103.2494,2.2483656030158885
C=C(C)C(=O)OC,C=CC(=O)OCCOC1CC2CC1C1CC=CC21,0.0385338000849628,0.061518378913945,-0.0107313255618919,0.0016223562320192,-0.0294990737309035,0.0123536817939111,-0.0187677481690116,0.0073247008583621,0.025343490681962,-0.0028860795007403,0.0180187898235999,-0.0102107803591025,-0.214231645,0.0445721163,-0.237737778,-0.0555772235,0.023506133,0.1586544215,85.03545545852957,43.89757804929664,95.1832431738488,66.36034939799293,178.7163335071814,200.2861,103.2494,2.2625039145997072
C=C(C)C(=O)OC,C=CC(=O)OCCOC,0.0385338000849628,0.061518378913945,-0.0112758947060456,-8.687428999110125e-05,-0.0308046396439749,0.0111890204160545,-0.0195287449379293,0.0056776322458063,0.0214400846215312,-0.0057401940914587,0.0157624523757249,-0.011417826337265,-0.214231645,0.0445721163,-0.255402995,-0.0571476277,0.04117135,0.1570840173,83.65726138363134,38.32950001670695,95.1832431738488,66.36034939799293,55.40163445316523,97.0513,103.2494,2.248575640581833
C=C(C)C(=O)OC,C=CC(=O)OCCCCCCCCCCCC,0.0385338000849628,0.061518378913945,-0.0141233569449923,-0.0022749576048681,-0.0294615890099976,0.0118483993401241,-0.0153382320650052,0.0088379411099595,0.0231580088441205,-0.0019604587853336,0.014320067734161,-0.0107983998952931,-0.214231645,0.0445721163,-0.278033054,-0.055094062,0.063801409,0.159137583,84.22011836106923,44.508565095842194,95.1832431738488,66.36034939799293,259.64631176170377,218.97510000000003,103.2494,2.236998857118617
