Monomer,Radical,DE_tail,DE_head,DE_precursor,DE_TS,DE_product,DE_barrier,DE_reaction,E_Rad_SOMO,E_Rad_LUMO,E_Mon_HOMO,E_Mon_LUMO,DE_SHgap,DE_SLgap,VBur_R228_Rad,VBur_R350_Rad,VBur_R228_Mon,VBur_R350_Mon,Volume_Rad,Volume_Mon,CCdist_TS,Theta_TS,Sum_MW,logP_Rad,logP_Mon
C=CC(=O)OCCCCCCCCCCCCCCCC(C)C,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0099849173050188,0.0020367958229599,-0.0287980250020609,0.0120217131279787,-0.0188131076970421,-0.21893197,0.043349473,-0.282330854,-0.0567160368,0.063398884,0.1622159332,86.63969853420565,47.82391989574864,95.18953629747848,66.08579853647127,83.7723,306.0592,2.2469980636222187,52.693648130043414,425.36308504640016,0.7,7.6
C=CC(=O)OCCCCCCC(C)C,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0129139175560339,0.0037285923159515,-0.0254544528720543,0.0166425098719855,-0.0125405353160203,-0.21893197,0.043349473,-0.278151061,-0.0518484347,0.0592190909999999,0.1670835353,83.6539889593439,38.328525444683294,95.18953629747848,66.08579853647127,83.7723,174.78910000000002,2.234820412297597,50.24999319356914,299.22223447040005,0.7,3.9
C=CC(=O)OC1C[C@@H]2CC[C@@]1(C)C2(C)C,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0223522472570039,-0.001748838200001,-0.0323404580529995,0.0206034090570028,-0.0099882107959956,-0.21893197,0.043349473,-0.274384883,-0.0517913845,0.055452913,0.1671405855,83.66330278231582,38.508125146185805,95.18953629747848,66.08579853647127,83.7723,163.10889999999998,2.2299940201599195,258.81942504398063,309.20658440640005,0.7,3.3
C=CC(=O)OCC(C)C,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0122222925131154,-0.002621401302008,-0.0328615488730292,0.0096008912111074,-0.0206392563599138,-0.21893197,0.043349473,-0.279075073,-0.0513626478,0.060143103,0.1675693222,83.66028208297358,38.50380918436675,95.18953629747848,66.08579853647127,83.7723,108.8559,2.2397835530776184,39.5514478514483,229.14398415039997,0.7,1.9
C=CC(=O)OCCCCCCCC,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0026563841738607,0.0046535294541172,-0.0266877965149205,0.0073099136279779,-0.0240314123410598,-0.21893197,0.043349473,-0.278665764,-0.0512809256,0.0597337939999999,0.1676510444,83.66028208297358,38.51961117360748,95.18953629747848,66.08579853647127,83.7723,168.1208,2.262831721996357,63.93040847389153,285.2065844064,0.7,3.6
C=CC(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0227976918829426,-0.0049051496698666,-0.0347648683098213,0.017892542213076,-0.0119671764268787,-0.21893197,0.043349473,-0.26420562,-0.0516724186,0.0452736499999999,0.1672595514,83.66556830682251,38.367995611641405,95.18953629747848,66.08579853647127,83.7723,161.36190000000002,2.248431668485836,182.34983222098444,323.185848962,0.7,1.2
C=CC(=O)OCCCCO,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0131047516420039,-0.0012217609220215,-0.0315184364480956,0.0118829907199824,-0.0184136848060916,-0.21893197,0.043349473,-0.270747312,-0.0501338597,0.051815342,0.1687981103,83.78639628051221,38.65716505351793,95.18953629747848,66.08579853647127,83.7723,113.9009,2.2489620575007487,303.4018740648549,245.13889876999997,0.7,0.7
C=COCCOCCOC(=O)C=C,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0265377986739849,0.0011253748670014,-0.0318128139439295,0.0276631735409864,-0.0052750152699445,-0.21893197,0.043349473,-0.213033088,-0.0585952877,-0.0058988819999999,0.1603366823,83.79394802886782,39.03627357072052,95.18953629747848,66.08579853647127,83.7723,141.1965,2.235655679738944,44.287322633147426,287.14946345360005,0.7,0.9
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0125757227680196,-0.0028031159490637,-0.0331916067200381,0.0097726068189558,-0.0206158839520185,-0.21893197,0.043349473,-0.269193007,-0.0499029954,0.0502610369999999,0.1690289746,83.78689973040258,38.93937326665405,95.18953629747848,66.08579853647127,83.7723,107.13309999999998,2.24311598070608,48.41432239468418,229.14398415039997,0.7,1.5
C=CC(=O)OCCOC1CC2CC1C1CC=CC21,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0105321123869543,0.0040806264780712,-0.0262777739269495,0.0146127388650256,-0.0157456615399951,-0.21893197,0.043349473,-0.237737778,-0.0555772235,0.018805808,0.1633547465,85.03545545852957,43.89757804929664,95.18953629747848,66.08579853647127,83.7723,200.2861,2.249985709580841,306.5687076977324,349.20149902600014,0.7,2.1
C=CC(=O)OCCOC,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.009986317625021,0.0015658139719789,-0.0295448796330219,0.0115521315969999,-0.0195585620080009,-0.21893197,0.043349473,-0.255402995,-0.0571476277,0.036471025,0.1617843423,83.65726138363134,38.329500016706945,95.18953629747848,66.08579853647127,83.7723,97.0513,2.2548626613410407,64.02950401946248,231.123248706,0.7,0.5
C=CC(=O)OCCCCCCCCCCCC,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0166757141489597,-0.0018905153031028,-0.0332115627170424,0.0147851988458569,-0.0165358485680826,-0.21893197,0.043349473,-0.278033054,-0.055094062,0.059101084,0.163837908,84.22011836106923,44.508565095842194,95.18953629747848,66.08579853647127,83.7723,218.97510000000003,2.2515714976387047,300.54599648172615,341.2691846624001,0.7,5.2
CCOC(=O)C=C(OCC)OCC,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0216143568559346,0.00693449456503,-0.0121863462079545,0.0285488514209646,0.00942801064798,-0.21893197,0.043349473,-0.223109465,-0.016274762,0.004177495,0.202657208,91.36281368074732,59.80809284608445,95.18953629747848,66.08579853647127,83.7723,143.4509,2.1176377150679007,77.33548764640875,289.1651135176001,0.7,1.4
C=CC(=O)OCC1CCC(CO)CC1,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0185119762669501,-0.0021717558349791,-0.0334735114169006,0.0163402204319709,-0.0149615351499505,-0.21893197,0.043349473,-0.269354744,-0.0500726579,0.0504227739999999,0.1688593121,83.65524758406984,38.31752670327344,95.18953629747848,66.08579853647127,83.7723,158.19760000000002,2.254990982406138,166.41471741209875,299.185848962,0.7,1.8
C=CC(=O)OCCCCCCCCCCCCCCCCCC,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0164566364780966,-0.0017894671161684,-0.0326603786149917,0.0146671693619282,-0.016203742136895,-0.21893197,0.043349473,-0.278102601,-0.0523673045,0.059170631,0.1665646655,83.66103725780914,38.60996792265796,95.18953629747848,66.08579853647127,83.7723,298.72819999999996,2.254613263142927,54.89425446824379,425.36308504640016,0.7,7.7
C=CC(=O)OCC1CCCO1,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0138011302449285,-0.0022973583299972,-0.0330579563240007,0.0115037719149313,-0.0192568260790721,-0.21893197,0.043349473,-0.251916848,-0.0552065182,0.032984878,0.1637254518,83.66053380791877,38.34182139157747,95.18953629747848,66.08579853647127,83.7723,119.1111,2.255028143525929,315.8404651760072,257.13889877,0.7,0.8
C=CC(=O)OCCO,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0217373755040171,-0.0001540587220461,-0.031424934552092,0.021583316781971,-0.0096875590480749,-0.21893197,0.043349473,-0.271308082,-0.061633137,0.052376112,0.157298833,83.79017215469001,39.31896906986846,95.18953629747848,66.08579853647127,83.7723,86.7596,2.262758751735147,182.47047937574004,217.10759864199997,0.7,0.1
C=CC(=O)OCC(C)O,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0157830732789534,-0.0031174676969385,-0.0315903842179068,0.0126656055820149,-0.0158073109389533,-0.21893197,0.043349473,-0.271391488,-0.0568908447,0.052459518,0.1620411253,83.65625448385059,38.32504483031309,95.18953629747848,66.08579853647127,83.7723,101.4877,2.237933779694118,320.1406261825855,231.123248706,0.7,0.4
C=CC(=O)OCCCCOCC1CO1,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0024984053000025,0.0058970358700207,-0.0239204377689929,0.0083954411700233,-0.0214220324689904,-0.21893197,0.043349473,-0.254562286,-0.052514022,0.035630316,0.166417948,83.78639628051221,40.106214428121135,95.18953629747848,66.08579853647127,83.7723,152.61949999999996,2.294309102426044,356.3242945698898,301.16511351760016,0.7,0.6
C=CC(=O)OCCOc1ccccc1,C=C(C)C(=O)O,0.0382634897039793,0.0613921717279595,-0.0191306732169778,-0.0028717381139813,-0.0348166706789925,0.0162589351029964,-0.0156859974620147,-0.21893197,0.043349473,-0.221817894,-0.0640423238,0.0028859239999999,0.1548896462,83.78966870479964,38.66558814029382,95.18953629747848,66.08579853647127,83.7723,141.6366,2.2547724561897593,49.179948656064994,293.13889877,0.7,2.3
C=C(C)C(=O)OC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0186149860730893,-0.0074193983010673,-0.0386759071400319,0.011195587772022,-0.0200609210669426,-0.213901011,0.0451546174,-0.273330301,-0.0453630638,0.0594292899999999,0.1685379472,84.7794511892745,44.03276511143535,95.1907949222044,66.7936858870833,110.83880000000002,79.4279,2.2587142619760474,256.45481918507335,229.14398415039997,1.3,1.0
C=C(C)C(=O)OCC1CO1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0164368439409372,-0.0066086336710213,-0.0395042263170353,0.0098282102699158,-0.023067382376098,-0.213901011,0.0451546174,-0.275241871,-0.0527995787,0.06134086,0.1611014323,84.78373051334268,44.05448414510542,95.1907949222044,66.7936858870833,110.83880000000002,107.5701,2.27587304119562,306.3184382495013,271.154548834,1.3,0.6
C=Cc1ccccc1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0136624724580087,-0.002546894552097,-0.039409668560097,0.0111155779059117,-0.0257471961020883,-0.213901011,0.0451546174,-0.230830579,-0.0422251322,0.016929568,0.1716758788,83.82566537196136,39.74979951661228,95.1907949222044,66.7936858870833,110.83880000000002,89.4457,2.304001350102035,170.54997911568228,233.1541549112,1.3,2.7
CO/C=C\C(=O)OC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0216035400370628,-0.0017674162830871,-0.0203732131780043,0.0198361237539757,0.0012303268590585,-0.213901011,0.0451546174,-0.24217706,-0.0310365737,0.0282760489999999,0.1828644373,89.37469006366125,50.469674103115295,95.1907949222044,66.7936858870833,110.83880000000002,91.9763,2.1243676407961973,181.63259220695736,245.13889876999997,1.3,0.2
C=C(C)C(=O)O,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0119717513071009,-0.001508705038077,-0.028729848524108,0.0104630462690238,-0.0167580972170071,-0.213901011,0.0451546174,-0.278312543,-0.0495002213,0.064411532,0.1644007897,84.78222016367157,44.04000478932537,95.1907949222044,66.7936858870833,110.83880000000002,69.6661,2.2229170760631174,338.0418607035583,215.12833408639997,1.3,0.7
C=C(C)C(=O)OCC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0148012979370832,0.0011159368448261,-0.0331103343421546,0.0159172347819094,-0.0183090364050713,-0.213901011,0.0451546174,-0.272568334,-0.0450012952,0.058667323,0.1688997158,84.78247188861675,44.063116068743525,95.1907949222044,66.7936858870833,110.83880000000002,91.9585,2.266802222639196,29.84986772037979,243.15963421439997,1.3,1.3
C=C(C)C(=O)OCCCC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0176016266441365,-0.0109910516350737,-0.0436932236241318,0.0066105750090628,-0.0260915969799953,-0.213901011,0.0451546174,-0.271155121,-0.0448295241,0.05725411,0.1690714869,84.70166818121176,43.87857389483533,95.1907949222044,66.7936858870833,110.83880000000002,123.7497,2.282215793342514,307.7442802641308,271.19093434240017,1.3,2.2
C=C(C)C(=O)OCC(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0176601844340211,-0.0088539107249516,-0.0400556121999216,0.0088062737090695,-0.0223954277659004,-0.213901011,0.0451546174,-0.270695275,-0.0435325695,0.056794264,0.1703684415,84.68908193395241,43.71860485838076,95.1907949222044,66.7936858870833,110.83880000000002,126.6436,2.2616614076247132,277.75581864555846,271.19093434240017,1.3,2.2
C=C(C)C(=O)OC(C)(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0138181064770606,-0.0042171345490942,-0.035913471951062,0.0096009719279663,-0.0220953654740014,-0.213901011,0.0451546174,-0.268201105,-0.0427574402,0.0543000939999999,0.1711435708,84.7910305367531,44.417442611630264,95.1907949222044,66.7936858870833,110.83880000000002,118.0944,2.2723596974620897,72.5330688016951,271.19093434240017,1.3,1.9
C=C(C)C(=O)OCC1(CC)COC1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0216173733078903,-0.0030744070149921,-0.0379058726189214,0.0185429662928982,-0.016288499311031,-0.213901011,0.0451546174,-0.254143357,-0.0442952237,0.040242346,0.1696057873,84.66617496394039,43.910734771616006,95.1907949222044,66.7936858870833,110.83880000000002,152.39669999999998,2.291392253369772,178.0836590045875,313.2014990260001,1.3,1.7
C=C(C)C(=O)OCC(CC)CCCC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0160480418251154,-0.0054396105961131,-0.0397315140589853,0.0106084312290022,-0.0236834722338699,-0.213901011,0.0451546174,-0.273401581,-0.0468043534,0.05950057,0.1670966576,84.79405123609534,45.74439203412673,95.1907949222044,66.7936858870833,110.83880000000002,169.66089999999997,2.277708218912159,288.2322745531487,327.25353459840005,1.3,3.9
C=C(C)C(=O)OCCCCCCCCCCCC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0139399083029729,0.0002133402308572,-0.0318407558729632,0.0141532485338302,-0.0179008475699902,-0.213901011,0.0451546174,-0.270840759,-0.0456793768,0.0569397479999999,0.1682216342,84.70217163110213,46.880046890836795,95.1907949222044,66.7936858870833,110.83880000000002,225.40860000000004,2.2743333286330305,148.93286330994147,383.31613485440016,1.3,5.6
C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0097311924898804,-0.0002043318650066,-0.0342142873109878,0.0095268606248737,-0.0244830948211074,-0.213901011,0.0451546174,-0.271005961,-0.0450195085,0.05710495,0.1688815025,84.70343025582807,43.82608623013265,95.1907949222044,66.7936858870833,110.83880000000002,321.3909,2.262309526888175,121.80791871850688,467.4100352383999,1.3,8.1
C=C(C)C(=O)OC1CCCCC1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0045498945860344,0.0052802567950038,-0.0287156782950432,0.0098301513810383,-0.0241657837090087,-0.213901011,0.0451546174,-0.271586573,-0.0445708694,0.0576855619999999,0.1693301416,84.78952018708198,45.85618936769767,95.1907949222044,66.7936858870833,110.83880000000002,139.484,2.2744105377624773,169.82298039732268,297.2065844064,1.3,2.5
C=C(C)C(=O)OCc1ccccc1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0177394115149809,-0.0075084016879145,-0.0392487897349838,0.0102310098270663,-0.0215093782200028,-0.213901011,0.0451546174,-0.255849981,-0.0463601334,0.04194897,0.1675408776,84.79052708686272,44.093884699776126,95.1907949222044,66.7936858870833,110.83880000000002,141.09359999999998,2.263160621803057,207.9852345943554,305.17528427840017,1.3,2.7
C=C(C)C(=O)OCCO,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0110091630839406,-0.0006649238749787,-0.0338051564859824,0.0103442392089618,-0.0227959934020418,-0.213901011,0.0451546174,-0.266825468,-0.0539529079,0.052924457,0.1599481031,84.79228916147903,44.07613356648809,95.1907949222044,66.7936858870833,110.83880000000002,104.30620000000002,2.283592111789231,316.16192553420126,259.154548834,1.3,0.5
C=C(C)C(=O)OCC(C)O,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.01096017690611,-0.0004185884590697,-0.0334797717180208,0.0105415884470403,-0.0225195948119107,-0.213901011,0.0451546174,-0.257186519,-0.0583669883,0.043285508,0.1555340227,84.70921992956735,43.86346802846864,95.1907949222044,66.7936858870833,110.83880000000002,109.707,2.2824125595667404,316.66300888665205,273.1701988980001,1.3,0.8
C=C(C)C(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0197641483860024,-0.008281396509119,-0.0407791403320061,0.0114827518768834,-0.0210149919460036,-0.213901011,0.0451546174,-0.263827214,-0.0452139081,0.0499262029999999,0.1686871029,84.78851328730124,44.372333849392426,95.1907949222044,66.7936858870833,110.83880000000002,178.6675,2.253089126786377,359.02852118628675,365.2327991540001,1.3,1.5
C=C(C)C(=O)OC12CC3CC(O)(CC(O)(C3)C1)C2,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0143191289080277,-0.0063284033931267,-0.0402298618810164,0.0079907255149009,-0.0259107329729886,-0.213901011,0.0451546174,-0.261166496,-0.0460282424,0.047265485,0.1678727686,84.79354778620497,44.39015459496787,95.1907949222044,66.7936858870833,110.83880000000002,181.6717,2.2746569031414388,175.72833293704593,381.2277137736,1.3,0.2
C=C(C)C(=O)OCCN(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0126810939550523,-0.0024875970269704,-0.0356072588160714,0.0101934969280819,-0.022926164861019,-0.213901011,0.0451546174,-0.201338652,-0.0464054244,-0.0125623589999999,0.1674955866,84.69764058208877,45.15359255092835,95.1907949222044,66.7936858870833,110.83880000000002,128.7579,2.2697726122369613,200.080114579816,286.2018333794,1.3,1.0
C=C(C)C(=O)OCCN(CC)CC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0141025126300746,-0.0057579542481107,-0.0388760749721086,0.0083445583819639,-0.0247735623420339,-0.213901011,0.0451546174,-0.210615311,-0.0409535462,-0.0032857,0.1729474648,84.70191990615695,45.917726629762875,95.1907949222044,66.7936858870833,110.83880000000002,163.0543,2.2778741994897347,148.01358471922828,314.2331335074001,1.3,1.7
C=C(C)C(=O)OC1CC2CC1C1CCCC21,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.010755241806919,-0.0012349623789305,-0.0321652359909876,0.0095202794279884,-0.0214099941840686,-0.213901011,0.0451546174,-0.269312062,-0.0426830833,0.055411051,0.1712179277,84.69411643285615,43.737817849704285,95.1907949222044,66.7936858870833,110.83880000000002,170.00459999999998,2.2578996429939044,31.26144577560956,349.2378845344,1.3,2.9
C=C(C)C(=O)OCCOC1CC2CC1C1C=CCC21,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.014891421584025,-0.0070524725729228,-0.0377167944759548,0.0078389490111021,-0.0228253728919298,-0.213901011,0.0451546174,-0.241692137,-0.0495503021,0.027791126,0.1643507089,84.78775811246567,44.07787387367319,95.1907949222044,66.7936858870833,110.83880000000002,206.4388,2.2632990242511473,53.3521124387359,391.24844921800013,1.3,2.5
C=C(C)C(=O)OCC1CCCO1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0143663261690107,-0.0068624170610291,-0.0398469006140658,0.0075039091079815,-0.025480574445055,-0.213901011,0.0451546174,-0.253740925,-0.0482914585,0.039839914,0.1656095525,84.69990610659545,43.77847142554827,95.1907949222044,66.7936858870833,110.83880000000002,133.29219999999998,2.2771883537070448,310.3405297171136,299.18584896199997,1.3,1.1
C=CC(=O)OCC1(CC)COC1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0181458980109709,-0.0070169268099107,-0.0365269643319834,0.0111289712010602,-0.0183810663210124,-0.213901011,0.0451546174,-0.246775707,-0.0554844531,0.032874696,0.1584165579,83.65902345824765,38.41985676575744,95.1907949222044,66.7936858870833,110.83880000000002,134.9604,2.252262536702815,191.64305980466665,299.18584896199997,1.3,1.3
C=Cc1ccc(OC(C)=O)cc1,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0135201004339933,-0.0067668304300241,-0.0414964531349824,0.0067532700039691,-0.027976352700989,-0.213901011,0.0451546174,-0.225539183,-0.045912177,0.011638172,0.167988834,83.82163777283837,39.737478141741754,95.1907949222044,66.7936858870833,110.83880000000002,123.3982,2.298035889350947,292.64441345180273,291.15963421440006,1.3,2.3
C=CC(N)=O,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0124898432430882,-0.001950078632035,-0.0318902745660807,0.0105397646110532,-0.0194004313229925,-0.213901011,0.0451546174,-0.254187721,-0.0383202423,0.0402867099999999,0.1755807687,83.69678220002568,38.51160576055601,95.1907949222044,66.7936858870833,110.83880000000002,59.61039999999999,2.2436094410010403,71.34676513506452,200.1286684398,1.3,-0.3
C=CC(=O)NC(C)(C)CS(=O)(=O)O,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0219173028299337,-0.0048076230477818,-0.0327706386879071,0.0171096797821519,-0.0108533358579734,-0.213901011,0.0451546174,-0.254122358,-0.039866072,0.0402213469999999,0.174034939,83.70735464772353,38.57077620484947,95.1907949222044,66.7936858870833,110.83880000000002,134.73200000000003,2.2335110991732283,213.6741241415503,336.14808355459996,1.3,-0.6
C=CC(=O)O,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0038222726719823,0.0041525013509726,-0.0249928558030205,0.0079747740229549,-0.0211705831310382,-0.213901011,0.0451546174,-0.283906156,-0.0561376549,0.070005145,0.1577633561,83.65902345824765,38.31961507189557,95.1907949222044,66.7936858870833,110.83880000000002,54.34870000000001,2.2534826859680996,208.85869419972212,201.11268402239995,1.3,0.4
C=CC(=O)OC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0148198945200874,-0.0011104524630809,-0.0312649799190012,0.0137094420570065,-0.0164450853989137,-0.213901011,0.0451546174,-0.279762355,-0.0518258536,0.065861344,0.1620751574,83.65046481011129,38.31404608890324,95.1907949222044,66.7936858870833,110.83880000000002,68.9229,2.2514862146391215,69.83779090654423,215.12833408639997,1.3,0.6
C=CC(=O)OCCCCCCCCCCCCCCCC(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0191099212640892,-0.0101649490190993,-0.0421103603680421,0.0089449722449899,-0.0230004391039528,-0.213901011,0.0451546174,-0.282330854,-0.0567160368,0.068429843,0.1571849742,86.63969853420565,47.82391989574864,95.1907949222044,66.7936858870833,110.83880000000002,306.0592,2.25464646153693,193.84133891970927,453.3943851744001,1.3,7.6
C=CC(=O)OCCCCCCC(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0172333367249848,-0.0099359982768874,-0.0417883710849764,0.0072973384480974,-0.0245550343599916,-0.213901011,0.0451546174,-0.278151061,-0.0518484347,0.0642500499999999,0.1620525763,83.6539889593439,38.328525444683294,95.1907949222044,66.7936858870833,110.83880000000002,174.78910000000002,2.2525539084792174,305.5719028821182,327.25353459840005,1.3,3.9
C=CC(=O)OC1C[C@@H]2CC[C@@]1(C)C2(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0167861435309077,-0.0079771951059228,-0.0391842047999944,0.0088089484249849,-0.0223980612690866,-0.213901011,0.0451546174,-0.274384883,-0.0517913845,0.060483872,0.1621096265,83.66330278231582,38.508125146185805,95.1907949222044,66.7936858870833,110.83880000000002,163.10889999999998,2.264114887499024,181.08315418500095,337.2378845344,1.3,3.3
C=CC(=O)OCC(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0179511673629804,-0.0055191071990066,-0.0353813407250527,0.0124320601639738,-0.0174301733620723,-0.213901011,0.0451546174,-0.279075073,-0.0513626478,0.065174062,0.1625383632,83.66028208297358,38.50380918436675,95.1907949222044,66.7936858870833,110.83880000000002,108.8559,2.256909886982198,165.73065943310564,257.1752842784,1.3,1.9
C=CC(=O)OCCCCCCCC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0121189060629376,-0.0031345185749387,-0.0325714599399589,0.0089843874879989,-0.0204525538770212,-0.213901011,0.0451546174,-0.278665764,-0.0512809256,0.0647647529999999,0.1626200854,83.66028208297358,38.51961117360748,95.1907949222044,66.7936858870833,110.83880000000002,168.1208,2.2518605336963033,208.49032723984655,313.23788453440017,1.3,3.6
C=CC(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0175036960119996,-0.0019093485400389,-0.0353713179811165,0.0155943474719606,-0.0178676219691169,-0.213901011,0.0451546174,-0.26420562,-0.0516724186,0.0503046089999999,0.1622285924,83.66556830682251,38.367995611641405,95.1907949222044,66.7936858870833,110.83880000000002,161.36190000000002,2.240156210506089,119.35619514503496,351.21714908999996,1.3,1.2
C=CC(=O)OCCCCO,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0159241559820202,-0.0014315182170321,-0.0312142750229895,0.0144926377649881,-0.0152901190409693,-0.213901011,0.0451546174,-0.270747312,-0.0501338597,0.056846301,0.1637671513,83.78639628051221,38.65716505351793,95.1907949222044,66.7936858870833,110.83880000000002,113.9009,2.2581966595949963,157.67201605348555,273.1701988980001,1.3,0.7
C=COCCOCCOC(=O)C=C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0217631142070331,-0.0143508094779463,-0.0447898297518349,0.0074123047290868,-0.0230267155448018,-0.213901011,0.0451546174,-0.213033088,-0.0585952877,-0.0008679229999999,0.1553057233,83.79394802886782,39.03627357072052,95.1907949222044,66.7936858870833,110.83880000000002,141.1965,2.255005321744053,293.67679265250064,315.1807635816,1.3,0.9
C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0175813339200203,-0.0015204941280444,-0.0308363318259807,0.0160608397919759,-0.0132549979059604,-0.213901011,0.0451546174,-0.269193007,-0.0499029954,0.0552919959999999,0.1639980156,83.78689973040258,38.93937326665405,95.1907949222044,66.7936858870833,110.83880000000002,107.13309999999998,2.2335714765695323,309.57159261122354,257.1752842784,1.3,1.5
C=CC(=O)OCCOC1CC2CC1C1CC=CC21,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0172067697099009,-0.0028621358378586,-0.0350987713309223,0.0143446338720423,-0.0178920016210213,-0.213901011,0.0451546174,-0.237737778,-0.0555772235,0.023836767,0.1583237875,85.03545545852957,43.89757804929664,95.1907949222044,66.7936858870833,110.83880000000002,200.2861,2.2603085254351893,165.65062575292188,377.2327991540001,1.3,2.1
C=CC(=O)OCCOC,C=C(C)C(=O)OCC,0.0387605941419906,0.0615489284729733,-0.0149780675809552,-0.006551132249001,-0.0369153629790162,0.0084269353319541,-0.0219372953980609,-0.213901011,0.0451546174,-0.255402995,-0.0571476277,0.041501984,0.1567533833,83.65726138363134,38.329500016706945,95.1907949222044,66.7936858870833,110.83880000000002,97.0513,2.2541418273114493,300.7548121807422,259.154548834,1.3,0.5
